"MovieID","CustomerID","Rate"
17292,312766,4
2120,881355,3
17081,61884,4
5103,1744253,5
1050,1339451,3
6386,1838484,4
5672,1586695,3
9043,1949987,5
15689,2571390,5
13462,1313812,4
15582,34120,3
14621,718938,3
3638,1605682,3
10276,1782136,2
7364,1952145,4
12605,1048114,5
2112,2182514,4
12546,1494162,3
16465,1950879,5
3446,55758,3
12232,218070,3
13293,2296924,4
12501,1571958,3
11279,1382319,4
4586,1574119,1
1509,175828,5
10168,3998,5
17274,2437983,2
7904,1394108,5
11191,2565889,5
16587,4300,4
13927,399728,4
4751,2171412,4
17088,2323748,3
8782,1976336,4
1384,80007,2
189,2118932,5
16183,2569088,4
4910,2403722,2
1810,633690,5
2205,1788590,5
17251,310113,3
2192,1994954,3
16954,1306896,5
2528,2179021,4
7509,247273,3
4670,2510566,2
16516,2268901,1
3905,810168,3
5878,1324926,4
12732,2144216,5
13359,1701781,4
13439,564023,5
175,445661,1
15156,1177121,3
14538,235241,3
15481,1188248,3
1408,496645,4
7237,1455234,3
6329,2409620,4
3966,787069,3
3526,351213,2
15064,1885280,4
15048,382891,4
2554,929279,4
14618,116207,3
16047,1188085,3
11837,1930601,5
5421,2166599,4
7230,194096,4
7509,2016582,3
12818,871651,3
14759,2554267,4
15449,2527588,4
12317,2463612,5
16802,881876,3
9426,2170529,3
5538,490398,5
3463,2341967,5
3079,2098006,3
7879,1548199,4
457,1694916,3
6585,90051,3
270,1962947,4
6386,2490395,3
14827,813521,3
14364,1543689,3
5549,100082,4
13774,872408,3
16262,2065448,4
14367,1286689,3
3860,2329424,4
16765,2445689,3
16359,1691221,3
13100,81150,3
7971,450494,3
8379,2295210,4
14454,394616,4
6971,2006753,5
15582,1973980,4
7828,232877,4
12818,184450,3
5112,1869491,4
110,665941,1
10527,1810064,4
14748,1516418,1
2429,1777406,1
5496,1871817,4
13927,1938992,4
2385,1881328,3
2391,645605,4
1561,370323,3
12869,2494887,4
16793,401283,3
15342,639819,5
11149,1167388,3
16707,1183335,4
11752,1400292,3
14483,2052656,5
11886,2166285,2
16992,1482856,3
8045,2168639,2
6497,1969156,4
6350,1420963,4
2095,1228988,2
6702,1866750,3
17008,1883291,3
1021,608234,5
17533,1070197,3
16860,58959,3
11904,1595642,4
4646,432645,1
2782,1221034,3
14112,649504,5
5360,2383612,5
9689,1749706,3
11090,45294,2
2874,475386,5
9295,334361,4
8181,400876,3
17004,2038799,5
12470,1767795,4
17431,1774633,5
7513,283935,4
14149,1896688,4
6736,283464,3
11139,1386213,4
5869,1767208,4
2603,192565,4
4384,1568315,5
10889,745146,3
10158,101078,3
5395,407037,4
15813,429374,4
7397,1798099,4
15062,1784466,4
2470,65076,3
14654,207251,3
7895,1487442,3
6720,1107849,5
12155,393155,4
12430,2170750,3
1625,918954,2
547,362888,1
15156,2344953,4
7586,2501856,4
13763,1298511,4
1650,338765,3
10042,2327355,4
15107,597345,4
14194,1666957,2
14960,1354252,4
10835,1646271,4
1073,1289965,3
9188,1794935,1
10774,1906043,4
3378,803867,3
7769,1221349,4
12694,2393940,4
6231,752642,4
14618,2277532,4
14624,110726,3
17709,245875,4
13582,2355467,5
10832,237386,4
17431,187870,4
3624,444062,3
8764,118494,4
9886,2095918,4
14206,522567,4
17088,2591000,4
872,853786,1
5997,1552223,3
12244,2000005,4
9331,731592,4
13412,810447,5
10226,1734488,5
12986,1412785,4
10655,1137642,3
14670,511607,3
11323,2548438,4
7179,2089033,5
2580,2088113,5
10451,500810,5
15342,1816939,1
15058,1368905,4
13580,212175,3
6556,908925,5
9415,2165686,3
9991,47965,1
6166,1070787,4
3254,1592364,2
17324,2065357,4
1145,2042713,5
6833,833047,3
15233,353575,5
7971,1185882,3
3489,1817712,3
9591,878691,4
9201,1533321,5
15755,510103,4
15394,2444804,2
5582,138654,5
11141,1556761,3
6860,665876,4
14661,1046387,4
15570,72284,5
3098,1092842,3
6274,2081837,4
1467,724896,3
13255,570721,3
9351,668496,5
571,2620858,5
5762,1772215,2
1353,2021184,4
8124,443308,1
6099,1898971,2
15545,433651,4
10730,355345,1
10082,2190296,3
3153,2458049,3
7331,504896,5
2452,2078169,5
13342,1530512,5
16847,602882,5
3275,1684543,3
3309,519678,3
2578,2185761,4
14712,2348314,4
17479,243877,3
14602,340529,5
14538,86132,5
9756,2648398,4
7624,1870316,5
15758,1705392,5
15858,225090,5
14869,1393842,2
12672,369717,3
16291,752853,5
13098,1269998,1
2430,2026855,4
5515,380673,5
6706,1593853,2
11985,1527527,3
15062,1033930,4
4356,2497060,3
5614,452159,5
2470,1797483,4
11886,948547,4
16339,2035152,5
10734,2210857,3
13466,1600000,3
5594,1726274,2
7067,952819,5
16629,380878,5
16406,210812,1
15233,162026,1
5808,1756183,5
15062,307211,4
17355,1355794,1
3938,2460687,4
10372,435157,3
7430,1563937,4
8330,1123276,3
13923,997702,3
12205,104254,3
11309,2393478,3
11451,222949,3
10485,38879,4
6860,2402601,4
12155,2570844,4
2136,59218,3
5085,253267,3
337,214166,3
14780,2209170,3
7683,703919,5
524,705605,5
12299,1943589,3
6408,1999802,5
2743,978445,5
7928,2170900,3
696,1886809,4
16538,329904,4
2874,2626714,2
3489,2031127,4
1128,66560,1
252,467182,4
2095,1607020,4
17308,294927,3
14317,511237,3
9759,1823920,4
4356,1886834,4
9240,2515595,3
4972,304000,3
11638,998888,3
15529,2416259,4
14039,896784,4
1894,1170922,4
3371,1290873,3
7817,2412833,1
4577,943269,1
12834,1711802,4
5617,2412566,5
7941,15479,3
1645,660599,3
14014,60956,4
13041,774088,3
11811,180537,3
3798,194369,5
9950,55023,3
13115,1320587,5
1273,491531,2
12473,767816,3
15345,1653930,3
6287,2591233,4
2641,1300759,3
11149,1373986,3
4257,952156,4
14538,1878784,4
15322,1466320,4
10042,255543,5
406,2374480,4
12206,2248567,3
12605,1982157,5
14584,549513,5
11388,857867,3
10255,1566207,3
28,388472,5
13056,2513718,3
1975,1128664,2
2699,904289,4
12186,1903072,5
15748,2396038,4
8840,1466600,5
7533,1414512,3
8393,436984,5
12672,1753794,5
2040,2263804,5
13501,1779803,4
13050,2551179,4
7624,1549874,5
5239,1557883,2
15177,2612306,4
9592,1892633,5
9818,2129626,5
14600,530891,3
607,1828633,3
187,325895,4
16047,1454970,4
7083,2602249,2
7509,1443679,5
4135,2502775,4
5069,2212917,3
6972,615732,4
11521,1265397,4
2594,755151,3
14550,1974577,5
5807,1497174,4
6347,2532228,4
5317,2108546,3
16765,2024833,4
11301,1417763,1
12500,689470,4
3071,2646207,5
15345,550401,3
17308,196384,4
9254,2213572,4
7221,1691196,3
14644,2609478,3
12991,812339,4
9253,2062350,4
15671,18384,4
329,2230367,5
8282,1132932,5
15844,491277,5
468,710081,3
534,1011918,5
4100,2246937,4
9882,1911247,4
10241,2029541,5
16357,985735,3
10155,2377145,3
6816,2118871,5
9909,977331,5
11182,2326417,5
1102,1083488,3
1861,2343970,3
9023,2160011,4
17197,2012258,3
15062,2234720,3
10622,14042,3
1833,983302,3
17127,2463846,4
16082,316506,3
442,2303885,5
14545,955178,3
6196,502406,4
16913,1563534,3
15181,1447248,3
11376,1098351,3
533,169054,3
10996,1878057,3
15853,447437,3
12517,536085,4
13856,2357450,5
9731,269689,4
9756,2170577,2
11077,1810103,3
14550,721541,5
15997,2585513,4
3870,2069436,4
12785,1753210,5
14439,595803,5
15342,2413347,4
16426,2307923,4
12745,1915183,5
872,1596091,5
12056,2510315,4
11837,1598037,4
8301,907618,3
3782,1320859,4
895,2036100,3
4906,10520,5
5250,418403,4
4474,1931966,4
9617,2292135,3
12052,1319661,5
17169,2456022,3
11149,2285176,4
4302,1537477,3
17152,1206615,3
424,1247516,1
11820,603339,4
962,1116080,3
12435,519164,3
11837,863479,5
4843,1262782,5
290,696628,3
14718,207846,3
12052,127026,5
10240,942961,5
13050,2068287,1
9966,902126,4
16879,1798000,5
15070,2407606,5
12317,2181961,3
16106,778937,4
3275,844459,1
14928,1070629,4
9800,1313509,4
571,322642,5
9471,681249,5
7899,352590,4
3165,2446506,4
13748,906273,3
14050,1131229,3
6683,1555679,4
14621,1728935,5
17079,2402990,4
4098,2438459,4
8365,2536012,3
17709,35772,4
15919,1540201,3
7555,2570403,4
6352,1917470,4
7173,543183,4
14877,1725365,3
1307,585329,4
16128,1040166,4
17479,31913,4
7445,777010,3
14667,605692,4
7779,1117550,3
5085,1126860,5
15124,145402,4
4630,1588457,3
191,1622684,3
13809,1727410,3
11442,2278338,3
1941,1714116,3
8317,1026298,2
3610,2201062,3
4590,1256851,4
4951,1069082,4
14480,831494,3
7624,10564,4
7032,100749,4
15471,1760282,2
11022,204805,4
14309,954480,3
15307,1240708,5
17303,697421,2
2889,978062,4
3860,1775933,3
5577,738147,4
16222,1289217,3
17355,1055516,4
1255,1492947,5
14367,1662120,2
15107,172958,4
2045,2492552,4
9232,1599996,3
13398,425709,4
12546,344614,3
11198,1953449,2
9206,1431104,3
6844,1744779,3
6844,1026507,3
5016,94668,3
2960,1777122,3
15124,226822,3
15048,62054,3
3222,2492323,4
5496,230300,4
7397,1750357,4
12937,2101395,4
13572,1480807,3
12047,471266,5
8086,1266022,2
9631,647162,1
985,1475738,2
4948,972186,3
1102,718882,4
13050,336352,4
6735,951152,4
6240,145271,4
6972,2096309,5
12280,1697865,3
11443,240517,5
9043,1062811,4
8572,504440,3
7619,1463219,4
3151,656573,3
6760,2545765,4
13763,2520290,5
14454,193471,4
5043,445960,4
960,888291,3
11004,1387855,4
16181,350357,5
11886,676959,3
13840,1569734,5
1905,2600272,2
15662,1814400,4
14454,2513945,2
5656,2251258,4
831,1672386,3
12514,1221897,4
311,185875,2
16638,2640109,4
13511,1567207,5
3650,2180261,2
7868,2544449,5
8511,1697136,3
468,1383393,5
15777,1291716,5
4345,599164,3
4033,925061,5
16339,2309463,3
1754,2139288,3
2580,440080,3
15156,727655,3
10662,487867,5
329,2184273,4
12732,1077120,3
14651,1168016,4
7055,1307228,4
11065,1024768,3
14868,519997,4
2847,2604976,3
7544,2053341,3
4345,411160,4
5628,2356813,4
3925,1530496,4
2800,1533708,4
11683,2429730,2
13763,159421,4
7635,52631,1
9051,2361340,3
7397,792096,3
14454,2586359,4
17031,354634,4
10040,1452669,3
2457,1978302,3
14312,2139786,2
10491,615597,5
12003,826871,4
5154,1886809,4
11398,1282557,4
16707,1008098,2
10774,1379839,4
8447,470338,5
10027,1087944,5
2337,2434675,1
8861,1234538,3
7235,2302944,5
16676,2404857,4
6886,2333493,2
16879,1506126,5
17097,2624542,4
607,285247,3
17169,1472386,4
16930,1041383,5
3925,1783105,4
14358,1877934,5
11248,643372,4
1307,447710,3
1615,2273917,4
17133,2237912,5
16552,382138,2
10272,1283010,1
15184,2399274,1
4996,915538,4
6347,200427,5
10225,1046329,5
15421,1596876,4
2391,933052,3
12626,2645732,1
8677,869761,3
6972,1317444,4
10622,2293883,3
6835,2499118,4
15609,2027850,4
10889,352455,4
2372,2382660,5
4306,2331910,5
11089,294786,5
6339,1942050,4
10123,1118945,3
6844,1726706,4
6673,2332110,4
1482,1117152,5
11064,1114568,5
12054,1784950,4
10583,1921298,4
5656,161919,4
5991,1459578,5
5545,1452675,4
14233,1133552,5
14167,314044,1
996,336975,4
13273,1871831,5
4727,2133317,5
1853,1450860,2
1307,2461263,3
12476,1499994,4
14240,334232,4
8636,1277194,1
11089,1118285,4
2699,2582594,3
9786,595744,5
3938,1292165,5
17113,2165451,3
7624,441495,5
10123,1370578,3
9614,2626475,5
14167,2563298,1
14454,1952268,5
8756,494262,4
12517,1330811,3
443,2549657,4
5317,1020736,2
2102,1582556,5
4330,543396,3
175,1106644,5
12501,2348234,5
5762,1909219,5
15515,2586076,5
6797,1129343,5
8531,1453384,4
7127,1494614,3
7904,2049876,4
6497,2498845,2
10067,1601152,3
3315,662873,3
4972,702690,2
10168,660434,3
12160,786415,4
12355,2319202,3
11089,284144,5
5924,1024066,4
3962,466382,4
12918,1518884,4
5997,566394,3
16567,198743,5
8809,1768736,4
4043,1814839,5
3254,2209039,1
10170,2234116,4
3106,2134171,4
17210,378869,3
954,2631367,4
5084,999528,4
14367,2220344,5
16242,1818447,4
10947,1730088,4
5807,1234613,5
7055,2103689,4
3098,472425,2
13941,1452272,3
3611,791266,1
14533,1025838,4
11022,6178,1
9120,2328701,5
13327,702347,3
5085,495833,5
2617,1334838,5
5472,833397,4
15755,2233309,3
17134,1244810,3
15563,587918,2
10697,811480,5
4533,501667,4
16377,165856,5
6482,2186180,5
13195,471499,5
15129,823628,4
4247,70125,4
16977,960890,4
16765,1648703,3
13593,29362,5
16879,1839310,3
9254,459277,3
12161,2219702,2
6386,2175002,2
11182,31888,5
11647,310245,3
4697,564730,5
5054,1517727,3
3385,2375964,1
11938,2152273,3
9205,1479749,4
3521,700939,5
17405,661865,2
7511,2568849,4
1890,1323156,4
12811,2119118,4
7219,347527,5
4697,1798758,5
2256,1207990,2
10168,7550,2
2519,2002676,5
1955,1701074,3
11882,1429069,3
6615,313314,3
12897,1672380,3
5561,205345,4
7647,1746613,3
15973,968532,5
10789,2359428,3
7424,816755,4
11350,382041,5
8849,2042162,4
1590,469947,5
7234,2560058,5
3538,1425755,4
11661,1078333,1
15825,1872980,3
16339,2554035,1
1918,1877929,3
9645,1138443,4
6664,553365,5
13847,1506839,3
8524,1069941,5
3756,877077,5
11571,1280938,4
14664,371781,5
14940,2410434,3
11490,953306,3
14621,520740,5
2612,2055478,4
1324,848026,3
5854,1948838,3
3197,2602234,4
7854,2628834,1
1962,223772,3
15563,1399484,2
16158,1939832,5
17574,439140,4
13827,1014098,4
12414,2177405,5
1582,1892654,5
11521,1624548,4
1962,1564150,4
3670,1926272,3
8161,910059,4
4577,299405,3
6166,968602,4
424,320474,3
10583,1464011,4
6337,858700,4
17339,932590,4
13614,1275543,4
8846,350299,1
12693,1621023,3
3333,944720,2
10372,698511,3
6173,2104646,4
3017,1573422,3
10428,343555,5
10225,2466315,4
16860,585412,4
12297,1490679,2
17479,2146254,4
2192,366901,4
15062,6529,5
16082,274637,3
11398,1941199,5
17189,1702473,4
14621,290806,5
8354,724720,2
9254,174442,4
11271,1567632,4
8160,523688,5
6833,152955,5
13728,412928,4
13683,1230591,2
9254,1842511,3
8636,851294,3
14047,1290096,4
5665,424513,2
16438,104011,4
1552,1441263,4
17261,779653,5
1798,1138768,5
5223,998060,3
3535,526532,3
10436,709264,5
3489,2295978,4
6720,1862830,5
3925,1684617,3
1974,1080447,4
1905,1507082,4
2122,355007,5
9800,2119340,4
17003,546234,5
12015,1680398,3
13706,1425494,4
12890,1282160,3
7364,1619608,4
