MovieID,CustomerID,Rate,Date
4833,1401506,3,2004-04-19
14590,765818,3,2004-03-07
16711,1928592,2,2005-03-29
12090,2524692,3,2004-02-05
413,397122,3,2005-02-01
11152,1232863,4,2002-12-30
4011,241330,3,2005-08-26
8644,1549434,5,2004-12-05
299,2125354,3,2004-12-25
5955,2565487,4,2005-06-27
3825,412836,3,2003-11-17
14999,1213998,2,2005-10-21
14827,2087863,2,2003-02-21
17472,640679,4,2004-03-02
14904,561512,4,2005-01-27
4216,1252151,3,2005-10-06
11911,2587189,2,2005-04-21
5963,2347494,4,2005-07-02
10836,1500744,1,2005-02-16
13728,2518248,4,2005-06-26
14482,761063,4,2004-12-31
1305,1196466,2,2004-08-31
13883,922591,4,2003-02-23
2913,604481,2,2005-10-02
16302,1438529,5,2004-04-09
15471,1057771,1,2004-03-09
84,1354723,4,2003-02-24
1792,293284,1,2005-07-20
9856,1472571,3,2004-07-27
3290,76530,5,2005-10-18
2122,1889832,2,2003-12-02
2660,323487,3,2005-06-01
5151,1229558,4,2005-04-30
6037,2052762,5,2004-09-09
2176,409239,1,2005-09-23
8292,1552487,5,2005-10-01
1180,1416731,4,2005-07-22
6287,1365370,5,2005-08-24
10594,138106,3,2003-08-03
660,948108,3,2003-05-17
11077,1093724,4,2005-04-09
5695,179279,5,2004-08-23
3538,630462,5,2005-08-03
6615,2216330,5,2005-07-15
191,1129046,5,2005-11-10
14149,994370,2,2002-04-07
2391,1449384,2,2004-10-04
10906,241436,2,2005-06-09
15084,1821155,4,2005-03-02
2780,2223113,4,2005-02-17
3900,287793,4,2005-07-12
13674,770088,5,2003-10-27
11521,2620793,5,2004-05-31
13255,2521387,4,2005-10-25
6221,680698,5,2004-11-29
5085,1639658,3,2005-12-20
798,1950140,3,2002-02-02
2458,682803,2,2003-03-04
11837,796551,4,2005-11-14
13636,951864,2,2005-01-20
12365,1622225,4,2003-12-19
3798,2507781,5,2005-10-28
223,2617437,5,2004-11-23
3314,397923,3,2003-08-09
16265,482362,5,2005-07-16
16339,2469925,3,2005-05-17
6337,311220,4,2005-07-22
5926,2390994,4,2005-09-17
15949,1222298,3,2003-10-18
14718,745486,4,2005-10-21
2782,1705528,5,2005-08-30
14574,2477635,5,2005-03-12
5327,1080887,5,2005-09-25
14737,2299858,1,2003-02-14
13102,2256127,4,2004-12-20
16740,1279189,3,2003-04-16
11673,992386,5,2003-09-23
17513,1662751,4,2005-08-16
11446,2161930,4,2005-04-11
1585,245014,3,2005-02-17
14584,1229352,4,2005-09-11
15471,646633,4,2004-03-08
9688,1671304,1,2004-10-04
16223,1076696,5,2003-10-17
8744,1297780,5,2004-06-27
12672,2379761,4,2005-08-02
17321,123028,5,2005-03-04
16545,612729,4,2004-11-20
8803,750093,1,2004-02-08
9458,407037,3,2005-12-01
5582,1501943,5,2004-11-16
676,957334,4,2005-07-08
14276,575035,5,2004-06-26
2122,2337865,2,2002-08-08
12911,1833132,4,2005-03-28
1799,1201429,4,2004-04-09
11279,1326579,4,2002-10-08
4266,2447937,4,2005-07-04
12232,2068409,3,2005-01-19
3290,70893,2,2005-02-19
468,1738830,2,2004-12-05
1969,1458628,4,2003-07-29
6972,2515802,5,2005-08-01
2342,2510895,3,2005-12-06
17088,2021629,5,2001-11-21
17482,1940186,3,2005-11-09
13974,2573701,3,2003-10-06
13274,2637370,4,2004-09-13
7607,1827504,4,2005-04-18
11638,1458947,5,2004-11-11
5467,1617677,5,2005-02-03
5056,1860025,3,2002-03-29
13365,177154,5,2005-05-04
11347,692950,2,2004-01-14
2751,2602923,4,2005-08-26
9756,2303763,3,2004-01-26
2389,149625,4,2005-03-10
789,576535,3,2004-12-13
6449,2345385,5,2005-04-29
6555,285971,2,2002-11-28
14574,121229,3,2004-10-27
3266,506367,4,2004-07-29
9132,2515580,3,2004-11-10
12140,2628018,4,2004-06-27
11337,1551863,5,2001-03-09
11888,1488844,3,2005-04-30
14621,2484080,5,2005-05-24
3610,1519265,3,2005-10-20
17361,2616306,3,2004-11-29
1110,1321777,4,2004-04-13
5788,2147262,4,2005-06-01
11114,2309387,4,2005-05-16
1854,688780,3,2005-02-11
7928,2062052,4,2004-01-22
5862,185319,4,2005-06-21
3638,695780,4,2005-01-10
16377,571518,5,2003-02-23
5054,1894745,4,2005-01-31
16390,1676445,2,2005-08-18
12881,1957700,4,2003-03-26
1470,2045103,4,2005-05-09
11522,719887,3,2005-06-24
6350,2163705,3,2002-08-01
10239,101408,4,2005-04-19
3905,2301571,4,2005-04-25
5174,424144,4,2005-09-23
10451,2376850,4,2001-01-15
10947,285082,3,2005-07-25
11013,629249,3,2005-10-23
5181,325413,5,2004-04-25
7524,429260,3,2002-09-23
5317,2627264,4,2005-05-02
17157,1119159,3,2005-06-06
6687,1660465,5,2005-10-18
16491,1137142,3,2005-11-22
7804,694829,2,2005-11-18
1975,739622,3,2001-02-07
6037,592870,4,2003-05-27
6021,1821474,3,2003-12-17
11696,1864127,3,2002-10-09
954,537955,3,2005-03-23
12552,203347,3,2004-02-20
14618,2317806,4,2005-11-18
16984,1892318,2,2004-12-13
13102,2481327,4,2005-06-21
14968,2335569,5,2005-03-29
788,1310819,5,2002-02-21
4736,2289784,4,2005-03-28
9125,2037437,5,2004-12-12
1971,2535359,4,2005-03-17
9582,322051,5,2004-04-30
3168,1276569,5,2005-12-04
17207,305389,3,2005-11-16
11064,1065438,5,2005-04-09
7705,1341641,2,2005-08-01
13359,960914,2,2005-11-02
14215,1447158,3,2005-02-23
3787,1213801,3,2002-11-26
14587,1394476,4,2004-02-03
7647,2285798,4,2004-08-30
8728,1963551,3,2004-01-21
2069,166728,3,2005-10-09
3165,1449249,3,2005-01-30
12840,1578801,5,2004-12-31
13412,255229,4,2004-04-25
5317,1561422,2,2004-01-09
17179,877394,4,2004-07-23
17438,1571701,3,2005-03-05
8292,2212731,5,2005-06-23
13082,753518,4,2005-12-06
17328,463537,3,2004-07-22
15856,398215,4,2005-04-04
8904,260430,4,2001-09-28
10921,1077716,4,2003-06-26
6988,82646,3,2004-10-10
4411,2337014,3,2005-01-07
13128,61928,4,2005-05-15
6206,1625524,3,2004-08-26
16272,1652683,5,2002-06-18
7434,523462,4,2005-10-12
11182,1892183,4,2004-05-18
15471,1351706,2,2005-08-26
10134,315061,3,2005-01-03
2913,497598,1,2005-08-01
17474,2324260,4,2004-09-02
11521,1450970,5,2004-10-23
5808,2227804,5,2005-11-27
3936,544180,2,2004-11-02
5318,842841,5,2005-08-14
3617,8757,3,2005-10-10
2577,777522,2,2004-01-29
10691,1300759,4,2004-10-11
5984,515610,5,2004-03-08
12003,1295188,4,2002-11-02
10359,924701,2,2004-03-10
7193,940162,2,2005-10-28
17308,2213137,3,2005-12-27
2612,1792642,4,2005-04-06
1799,838969,3,2005-01-11
11337,2401492,3,2003-11-16
16223,1927026,5,2005-06-11
2994,2577949,3,2004-03-28
15151,168967,2,2005-11-25
2711,678427,5,2004-10-16
14691,449722,4,2003-08-14
9279,717977,4,2005-04-08
4334,369036,4,2004-09-16
1264,923298,4,2002-08-01
16199,2442028,5,2004-06-03
3161,1399499,3,2003-12-06
13466,1842331,1,2004-02-09
14898,1593530,3,2004-06-28
4346,2188435,3,2004-05-26
2152,826465,3,2004-08-10
12338,475999,3,2005-05-05
14482,2002276,4,2004-11-27
5582,1257270,3,2005-08-21
1471,700484,4,2005-01-25
1324,610568,5,2004-04-20
3148,2407994,3,2005-04-03
5309,2538954,5,2005-08-07
17308,2400823,5,2004-10-22
9065,998185,5,2005-09-15
5775,1906672,3,2005-06-30
996,1645455,5,2004-08-08
14240,1803169,4,2004-09-15
11777,2015927,4,2005-02-24
6042,2122428,4,2005-08-09
13050,259799,2,2005-09-09
15205,2025292,3,2005-12-13
13154,545639,3,2005-09-16
6339,181207,3,2004-09-04
15331,165374,4,2005-09-28
14192,1074354,4,2005-01-05
16169,2610425,2,2005-08-21
11265,1105663,4,2003-08-22
17499,498648,5,2005-02-21
6692,1315701,4,2005-03-28
17580,1885459,1,2004-07-29
15339,2566515,2,2002-01-02
12966,1947963,4,2005-06-01
14408,2648861,3,2005-08-01
118,1822498,4,2004-04-04
2332,1247910,3,2005-01-01
6134,2129855,5,2004-12-07
9628,2323506,4,2005-03-08
5528,1951560,3,2004-07-11
17221,1572464,3,2004-03-24
8117,2402007,3,2000-10-13
6677,1494275,2,2005-07-04
13977,1925116,4,2005-01-24
10583,2065472,5,2004-11-21
12244,2072922,3,2003-04-12
13941,1745107,3,2004-06-11
2324,862753,2,2005-03-20
10425,1861514,3,2004-10-16
7745,2347655,4,2005-04-20
17008,558164,4,2005-05-19
12678,1019603,5,2005-04-06
8512,738682,2,2000-12-10
6274,1762752,3,2000-02-05
12338,2400913,4,2005-02-19
6287,710385,5,2005-03-24
16516,336565,3,2005-09-26
11443,174775,5,2005-01-11
14367,498773,4,2005-07-14
12309,54900,1,2005-10-05
17154,473778,4,2004-07-10
11077,2622317,4,2005-05-08
7281,1954061,1,2004-01-28
14175,735663,1,2005-12-17
4996,2501918,3,2005-01-20
11837,550919,3,2005-10-16
17764,1218505,4,2005-02-14
1561,1170324,3,2004-03-16
3860,2052068,4,2003-12-26
17580,940162,4,2005-08-28
3085,933082,3,2002-06-01
17681,2455340,3,2005-03-17
15063,1137358,3,2004-12-11
5255,1707198,2,2004-03-09
1145,1413636,3,2005-09-14
14454,2173557,5,2004-10-23
1394,1388530,2,2002-10-16
375,320009,3,2004-09-08
4509,533598,4,2004-11-09
11848,2233782,4,2005-09-01
11805,1050083,3,2004-09-13
12911,2049726,3,2004-11-10
12206,1856669,3,2005-02-17
378,1948826,4,2004-09-13
7117,353723,5,2004-06-01
1700,2390528,2,2005-07-27
13102,2520095,2,2005-10-28
15440,2194337,3,2005-10-21
3582,291217,4,2005-11-10
16344,1390606,3,2005-09-07
3017,1157818,4,2004-08-24
16044,2592234,3,2005-08-16
751,1502195,2,2001-02-09
16703,1130233,4,2004-05-10
12974,201085,4,2004-02-11
5317,678784,4,2004-04-07
16008,2320150,4,2005-10-27
6464,2458468,5,2004-06-17
391,1583631,5,2005-07-30
14454,1388663,4,2005-06-14
9205,1353477,3,2004-08-16
13195,514829,3,2002-04-08
16242,2249361,5,2005-11-15
2452,1053165,5,2004-02-17
3936,2411242,4,2005-08-02
5577,1620662,3,2005-05-26
5085,1135399,4,2004-02-18
5175,1077451,3,2005-03-25
4356,2503369,4,2005-08-04
9756,1697674,5,2005-09-08
6134,1676423,4,2005-08-21
3893,2053443,5,2005-01-11
13883,1476235,5,2004-05-24
6206,2142917,4,2003-06-09
1659,592782,3,2002-06-15
2122,1488177,4,2004-10-06
3433,1341560,3,2005-08-31
16640,1486903,1,2005-12-15
10170,1144048,1,2003-10-27
6166,1641401,5,2004-01-02
3385,2110575,4,2005-01-12
14367,2214913,5,2005-01-24
14601,626826,3,2005-01-04
6196,1361896,4,2004-09-04
17709,2532110,3,2005-05-17
12918,1118948,4,2005-08-17
5814,2565124,3,2005-10-03
7575,1943596,3,2005-10-23
6971,447535,4,2004-09-10
11886,564340,3,2005-06-26
17549,484043,4,2003-09-06
13964,890669,3,2004-11-26
17169,2511504,5,2005-07-14
10371,366596,3,2000-06-07
14584,1724806,3,2003-09-06
12966,1326995,4,2005-05-27
11047,1152933,4,2005-12-30
8837,335384,3,2004-11-08
14233,2318635,5,2004-10-14
10582,1574264,4,2005-09-23
12047,925897,4,2005-01-22
16668,911234,5,2005-11-03
8387,484920,5,2005-08-07
2554,990036,3,2004-06-02
8079,844391,3,2004-08-02
2372,399061,5,2005-01-27
13651,175936,5,2000-12-22
3860,1847693,4,2004-12-29
7179,1875559,4,2004-05-18
14042,1772441,3,2005-09-16
15373,1239654,5,2005-05-17
5317,2406489,1,2005-10-08
15223,2546182,3,2005-06-04
6994,236160,3,2004-11-01
4996,329506,5,2004-01-23
528,2441175,2,2005-11-10
17321,2487364,5,2005-04-05
3783,310887,3,2005-08-28
16558,100228,4,2005-05-09
8287,605767,1,2005-06-23
9044,396855,5,2005-05-01
886,71356,4,2005-03-23
11077,1876697,5,2005-06-01
6974,1194401,5,2005-07-24
10042,2172905,4,2004-12-22
6042,2134293,2,2004-08-10
14755,335223,4,2002-10-19
11770,327478,5,2004-06-02
7336,1420822,4,2004-10-08
15460,1545710,3,2005-07-11
13726,2178153,4,2004-12-24
10446,693222,3,2004-02-15
1435,979812,4,2004-04-21
14312,1095085,3,2001-02-06
9378,1423380,3,2005-04-17
15720,1002150,5,2004-02-19
5765,380146,5,2005-11-02
9170,190251,4,2005-07-05
2470,1327486,4,2004-03-26
15234,495882,2,2004-03-26
833,1311672,4,2004-11-07
13074,323611,3,2003-06-22
12870,1915179,4,2005-01-07
13302,2047851,5,2004-10-08
3427,648115,2,2005-10-30
8754,2257444,5,2005-06-14
4640,255723,4,2005-05-26
10827,2482769,5,2004-07-23
17574,1630452,4,2003-09-15
17134,294809,5,2003-12-30
6908,1765552,3,2005-06-14
5614,1098695,2,2002-06-04
15769,2106228,5,2005-05-16
16878,837487,3,2004-05-06
13462,1306997,4,2005-06-24
4683,2642210,4,2005-01-30
4266,2399670,3,2004-12-08
17474,84213,4,2004-05-21
15484,2607205,5,2005-11-11
6846,2527928,4,2005-08-27
15393,133668,1,2001-12-19
7617,1060346,4,2004-06-12
14621,391398,5,2005-04-12
5856,1012590,4,2002-02-14
16954,2095622,5,2005-05-04
13669,1114321,4,2005-08-29
1625,515341,5,2004-03-13
1466,2258032,4,2005-08-03
4216,2109306,3,2004-08-02
4989,175828,5,2005-09-11
9591,711552,4,2005-04-24
15034,768483,4,2005-11-27
17387,2140917,4,2004-01-22
482,834344,2,2003-07-26
5366,72398,3,2004-02-19
15788,754952,4,2005-04-14
10413,2188684,3,2005-12-17
17752,95300,3,2005-08-15
4951,126083,4,2004-04-09
11187,523150,5,2005-09-13
15702,459386,4,2005-09-19
10461,994978,3,2004-10-08
7971,1765949,3,2005-09-24
962,2450817,4,2004-04-02
11268,1973874,5,2005-10-11
3611,2271804,1,2000-10-03
14103,373013,5,2005-02-10
143,119624,4,2005-01-27
9621,2558576,3,2004-12-17
14198,1282811,4,2005-11-08
5059,1139216,3,2001-03-07
15887,2344532,5,2004-11-20
13317,2161128,3,2005-02-16
13102,671650,4,2005-08-03
5837,1134752,3,2004-12-02
8764,1475198,5,2005-10-08
9614,370806,2,2005-07-11
11937,179489,4,2005-01-19
3538,1788763,5,2005-11-29
1754,949898,4,2005-09-04
5762,2200862,4,2005-11-14
1428,777077,4,2005-01-29
8881,1672251,4,2004-09-27
16913,129941,3,2005-01-10
12976,512106,5,2005-10-15
13251,1313211,3,2004-12-08
4656,426086,4,2005-05-18
13042,1109938,4,2005-10-17
13850,1959049,3,2002-06-21
5970,983272,3,2004-02-21
6099,1425395,3,2004-10-21
3414,2137304,5,2005-09-07
4923,2452430,2,2004-11-02
12172,1655384,3,2005-10-20
8760,2142862,5,2005-10-20
17672,647860,4,2005-01-06
3315,2560011,5,2005-07-18
9662,2469013,5,2004-10-19
13707,1794202,5,2000-08-23
11805,1062725,1,2004-10-08
15582,1590203,5,2003-07-15
11891,2269172,3,2004-07-08
10625,1001686,4,2005-03-21
12676,509864,3,2003-12-10
15922,2391645,4,2004-12-01
17506,2273865,4,2005-02-02
6931,481813,5,2004-09-10
552,1919268,2,2003-09-14
129,1101738,4,2003-07-29
9498,2044389,5,2005-09-27
12672,610492,4,2005-01-27
10379,1617915,3,2005-09-29
3962,348781,5,2004-10-23
6833,1026457,4,2005-12-29
12301,2044027,2,2005-10-28
17129,1622923,4,2005-12-05
12399,32232,5,2005-01-31
4472,2626093,4,2004-09-13
3925,276143,4,2005-02-06
15788,119287,3,2004-05-27
13090,1515936,1,2005-05-05
17088,226105,3,2005-01-08
3962,1203215,3,2005-05-02
17474,2365844,4,2005-11-06
13856,2459136,4,2004-04-28
17662,2500803,4,2003-07-17
11773,217082,4,2005-09-07
607,992652,4,2005-10-05
12195,1685548,4,2002-07-17
15394,1823782,4,2002-07-04
15758,2508812,5,2004-11-02
872,1755156,2,2005-05-11
13227,1053405,1,2004-03-23
15388,1493439,3,2005-08-01
4256,1912384,3,2005-05-27
15124,150519,4,2005-09-24
2612,1214467,3,2004-10-21
15755,2136268,4,2005-11-14
10906,663236,3,2005-11-25
1289,1917470,2,2004-05-10
11701,1544981,4,2005-05-14
2594,20350,2,2004-12-27
14718,2340466,5,2003-03-03
12232,647881,1,2004-06-07
5345,1460331,5,2005-06-11
13400,570184,3,2005-11-24
3427,2560449,1,2003-09-29
10274,1363299,4,2005-12-08
6692,270401,4,2004-07-28
5579,227799,4,2005-02-14
17088,1398235,4,2005-05-17
9628,1598185,5,2005-10-31
1983,182603,5,2004-12-28
2499,2596688,5,2004-11-08
11677,1112235,3,2002-07-28
16236,1787210,4,2005-02-24
7230,2025104,5,2005-07-05
5652,609846,4,2005-08-03
14198,755124,3,2005-08-21
1110,2180350,5,2005-07-18
3106,1728635,4,2004-06-08
15385,1654651,4,2005-11-21
6739,1661229,4,2003-10-22
6418,2211674,1,2005-07-26
2782,1892170,5,2005-07-23
11022,1816425,5,2004-10-13
6599,784007,3,2004-07-23
15205,1429262,3,2004-10-26
3106,2322440,2,2003-06-01
17207,225880,3,2005-11-16
3905,1923574,4,2005-09-15
16587,1323752,5,2005-04-06
6918,1942575,4,2005-10-17
5496,1358539,4,2005-11-09
11283,691999,5,2005-06-01
14454,2234417,2,2004-08-11
2690,1928597,4,2003-04-03
2200,1912142,2,2003-02-20
17441,2605003,3,2003-12-13
8016,2137678,2,2005-02-16
6739,1493326,4,2005-02-11
3825,2407261,4,2005-04-20
15712,1418590,3,2005-10-02
4720,2296190,5,2004-07-28
5317,442368,5,2005-11-11
2960,1548870,1,2005-01-19
15733,2579163,2,2005-01-07
16735,2427817,2,2005-05-02
8781,2048758,1,2005-06-10
3290,1112335,3,2002-07-01
13705,2306717,4,2005-05-30
10418,825907,5,2005-06-29
5730,993403,2,2005-11-24
15182,1425723,3,2005-07-10
9262,184888,3,2004-04-26
10359,344489,2,2004-07-03
13462,1635381,5,2005-10-28
1110,2411947,3,2004-11-29
6911,1561388,3,2005-12-28
14691,1725057,5,2005-08-19
6366,1697256,4,2005-01-19
15181,397011,1,2005-09-27
10413,1143973,3,2003-03-24
4590,458931,4,2005-03-27
14667,700747,4,2004-08-30
15073,88837,4,2004-05-02
4698,200734,5,2004-12-10
2068,1079613,4,2005-11-16
1470,2101756,5,2003-11-07
15429,2087865,4,2005-09-06
6994,1778784,4,2005-11-01
191,1546549,4,2003-10-04
11677,2376121,2,2004-10-13
12918,97698,4,2002-12-19
2430,1275067,4,2005-08-29
12473,2513780,4,2003-06-14
7430,856870,3,2005-11-01
13195,1931363,5,2001-04-15
11775,387076,5,2005-03-13
12612,665002,2,2005-07-12
4683,802617,4,2001-08-01
5111,1555742,4,2005-08-17
14751,1520166,4,2004-11-21
357,1101775,3,2004-11-13
11234,1992962,4,2005-05-18
14254,1938102,4,2001-05-02
8337,1335559,3,2005-07-09
5317,2538325,3,2004-01-09
6430,1970534,5,2004-06-29
12870,1382430,4,2005-10-04
4356,924906,4,2005-08-18
11315,877314,3,2004-12-19
7617,1640837,1,2004-12-14
10832,2608976,2,2004-06-17
7416,1286747,5,2002-03-22
9800,1234398,3,2005-01-09
15182,1089420,3,2004-08-27
9776,1260894,3,2005-10-30
13195,1843168,4,2002-04-01
16676,275685,3,2005-08-29
408,1943761,4,2005-12-01
7673,1476005,4,2003-08-06
12911,1600911,4,2002-04-12
13328,1838160,3,2003-11-18
11032,1332542,2,2003-03-26
3860,1923887,1,2005-08-08
9218,1047830,3,2004-03-31
4302,1145797,5,2002-08-24
16303,2584317,4,2004-11-11
7336,1916371,5,2005-09-05
7971,2143901,2,2003-09-02
4951,2004700,4,2005-08-05
12931,1226270,2,2004-02-05
16390,2336358,3,2004-12-08
16954,293958,5,2005-12-28
11089,461210,4,2003-06-26
11283,37650,3,2004-08-20
3466,2519440,3,2005-06-08
16387,441887,5,2005-03-07
2372,2038901,5,2005-07-27
6988,1620735,4,2002-12-01
2900,1538418,4,2003-11-25
700,1154813,3,2004-05-29
7521,1452019,3,2004-08-01
8295,194914,4,2004-04-07
14557,2444438,4,2005-12-02
3106,2212089,4,2005-10-25
822,829075,4,2005-06-06
15755,1280008,4,2005-02-16
985,1417435,4,2004-07-01
1455,886158,5,2005-07-11
11182,1459096,2,2005-10-28
7346,2033888,3,2004-04-06
7150,2280106,3,2003-10-20
17322,2419205,1,2004-09-20
6720,816504,2,2003-11-30
11051,2073913,3,2000-08-27
11781,333330,3,2005-02-06
5025,1540235,5,2004-11-27
4393,380150,4,2003-07-23
9188,1797772,3,2004-10-25
17308,1162277,3,2005-05-24
14312,1000928,4,2005-09-02
14667,369164,3,2005-11-30
6615,1392524,4,2005-02-12
17169,1587311,3,2005-06-23
10782,2503369,5,2004-11-02
7281,970751,3,2004-08-24
15844,1606473,2,2005-11-08
11337,2550284,5,2003-09-04
14869,826444,4,2005-01-30
9628,1670457,5,2005-02-23
3500,1870555,3,2005-12-05
4653,1531520,4,2005-08-24
10359,896254,3,2000-03-19
5190,1279360,5,2004-04-01
15758,869268,4,2005-08-07
12918,3715,4,2003-09-30
4492,1932113,2,2005-03-10
15436,155793,4,2005-02-24
16452,693972,1,2005-04-06
6860,919238,4,2005-09-18
13039,2214950,2,2003-08-05
2809,1143068,5,2005-10-07
1453,81998,2,2003-12-29
6976,33625,4,2005-11-01
3624,1320868,3,2004-12-03
14770,1135918,1,2005-03-16
1174,1182779,5,2004-05-12
3756,2232378,3,2004-03-29
5430,2449863,5,2005-02-26
8349,1108404,4,2005-04-08
2452,379184,4,2004-12-15
5695,2210320,3,2005-02-24
12299,1766482,4,2005-07-20
5814,2581426,1,2004-01-18
15307,1100241,1,2003-12-04
16242,1410150,3,2003-11-11
12343,2278662,4,2004-07-27
13493,573186,5,2005-09-11
14545,202968,5,2005-01-04
12244,248206,2,2003-10-22
2804,547118,3,2004-12-26
15099,2244583,3,2004-03-08
6670,1510866,5,2005-01-29
2443,2210857,5,2003-10-28
2992,623326,3,2004-06-23
11225,1831188,3,2004-11-29
8045,1085861,3,2004-07-03
17621,519579,4,2004-11-01
6231,1867265,1,2005-07-09
14734,396567,3,2000-08-27
10761,2553646,4,2005-11-01
12109,2215788,4,2005-10-14
708,500965,3,2005-09-28
7397,2235203,5,2005-11-21
3814,197999,2,2004-02-25
4287,1045352,3,2003-06-23
1861,433941,4,2004-04-08
17157,1066688,5,2005-02-13
3138,484016,2,2005-08-30
14953,257083,3,2004-03-09
1905,529981,4,2004-06-08
6833,634707,3,2000-01-11
4912,2454228,5,2005-12-23
17299,2275581,5,2005-05-20
14312,895080,4,2005-02-10
6736,120538,4,2005-10-30
6235,2259834,4,2004-03-15
11077,685038,5,2005-09-27
11282,905537,2,2003-02-18
12471,306130,4,2005-10-19
15205,423953,5,2005-11-19
16907,182291,4,2003-09-23
4801,209749,3,2005-04-27
11064,2295785,5,2005-07-31
13728,184446,5,2004-02-03
2529,429072,3,2004-08-22
7767,1815240,5,2005-02-21
2782,1794321,4,2005-12-22
7879,330649,5,2002-08-01
9628,2537054,2,2005-03-04
10298,326378,3,2004-08-08
10240,1945931,1,2004-01-19
9054,447930,3,2005-11-07
8782,1225769,5,2005-03-29
10379,2500204,4,2005-04-19
3265,2582076,4,2005-04-16
14042,1877958,4,2003-12-10
1865,2383372,4,2005-04-28
8159,2614351,3,2004-12-14
12513,1730440,1,2002-09-09
3610,244093,5,2004-03-28
9609,1462826,5,2005-08-01
12343,1442472,5,2005-09-22
8339,1030110,5,2005-10-18
11314,2124730,4,2005-01-06
13050,767395,5,2005-01-31
10278,640807,5,2005-08-29
5544,897125,2,2004-02-07
9189,2217978,5,2004-08-16
14928,2146603,4,2004-06-14
4069,1085967,4,2005-06-26
16242,1866094,3,2005-05-22
10406,2004175,4,2002-01-30
7117,1330494,4,2000-11-18
3938,1977949,5,2004-11-24
10505,1734270,3,2002-02-26
8300,659526,3,2005-06-17
4123,1009895,5,2005-02-16
4914,2502155,4,2005-05-31
3825,2528802,4,2004-12-30
1765,1073522,4,2005-11-16
3290,2186599,5,2004-06-13
13462,1182045,3,2004-09-27
7521,95126,5,2004-11-11
12293,1399139,5,2004-10-21
5762,1197043,4,2005-09-07
8679,668939,4,2004-02-09
4874,2136217,3,2005-07-09
17358,904369,4,2003-11-12
16302,155131,5,2005-04-15
16343,961705,4,2005-03-22
406,1461752,4,2005-08-30
2743,1493408,4,2005-10-28
4369,1378386,3,2005-01-25
7904,784970,4,2005-01-20
17154,1955220,5,2005-02-25
3538,321519,3,2005-02-03
6166,1999107,4,2005-12-31
1435,1517613,4,2005-10-12
6631,124543,2,2005-12-27
5695,1098394,3,2004-07-08
6829,1740473,4,2005-06-28
6133,1872204,2,2005-08-05
5472,2097033,5,2005-08-26
9189,1092205,4,2004-04-19
5614,355597,5,2004-06-23
14113,2481119,5,2005-06-03
13402,1918730,5,2003-04-27
3253,2059422,4,2005-10-03
13852,546847,5,2005-04-29
138,1424750,5,2005-03-21
6029,2342053,5,2005-06-19
10458,409104,3,2005-01-19
6462,1160783,5,2003-07-27
16306,2553655,3,2003-04-21
4496,222128,4,2005-01-07
17672,1916371,3,2005-10-16
3611,1114191,4,2004-08-24
1324,1103791,3,2005-05-11
14723,1055944,3,2005-07-15
11651,1228475,5,2005-07-25
11064,1574874,4,2004-02-28
16313,2584174,3,2004-07-03
708,399543,3,2003-07-14
5582,2489911,5,2005-10-25
6510,819766,5,2005-10-03
6942,1445821,3,2002-09-15
14928,2206502,5,2001-05-05
