"MovieID","CustomerID","Rate"
17292,312766,4
2120,881355,3
17081,61884,4
5103,1744253,5
1050,1339451,3
6386,1838484,4
5672,1586695,3
9043,1949987,5
15689,2571390,5
13462,1313812,4
15582,34120,3
14621,718938,3
3638,1605682,3
10276,1782136,2
7364,1952145,4
12605,1048114,5
2112,2182514,4
12546,1494162,3
16465,1950879,5
3446,55758,3
12232,218070,3
13293,2296924,4
12501,1571958,3
11279,1382319,4
4586,1574119,1
1509,175828,5
10168,3998,5
17274,2437983,2
7904,1394108,5
11191,2565889,5
16587,4300,4
13927,399728,4
4751,2171412,4
17088,2323748,3
8782,1976336,4
1384,80007,2
189,2118932,5
16183,2569088,4
4910,2403722,2
1810,633690,5
2205,1788590,5
17251,310113,3
2192,1994954,3
16954,1306896,5
2528,2179021,4
7509,247273,3
4670,2510566,2
16516,2268901,1
3905,810168,3
5878,1324926,4
12732,2144216,5
13359,1701781,4
13439,564023,5
175,445661,1
15156,1177121,3
14538,235241,3
15481,1188248,3
1408,496645,4
7237,1455234,3
6329,2409620,4
3966,787069,3
3526,351213,2
15064,1885280,4
15048,382891,4
2554,929279,4
14618,116207,3
16047,1188085,3
11837,1930601,5
5421,2166599,4
7230,194096,4
7509,2016582,3
12818,871651,3
14759,2554267,4
15449,2527588,4
12317,2463612,5
16802,881876,3
9426,2170529,3
5538,490398,5
3463,2341967,5
3079,2098006,3
7879,1548199,4
457,1694916,3
6585,90051,3
270,1962947,4
6386,2490395,3
14827,813521,3
14364,1543689,3
5549,100082,4
13774,872408,3
16262,2065448,4
14367,1286689,3
3860,2329424,4
16765,2445689,3
16359,1691221,3
13100,81150,3
7971,450494,3
8379,2295210,4
14454,394616,4
6971,2006753,5
15582,1973980,4
7828,232877,4
12818,184450,3
5112,1869491,4
110,665941,1
10527,1810064,4
14748,1516418,1
2429,1777406,1
5496,1871817,4
13927,1938992,4
2385,1881328,3
2391,645605,4
1561,370323,3
12869,2494887,4
16793,401283,3
15342,639819,5
11149,1167388,3
16707,1183335,4
11752,1400292,3
14483,2052656,5
11886,2166285,2
16992,1482856,3
8045,2168639,2
6497,1969156,4
6350,1420963,4
2095,1228988,2
6702,1866750,3
17008,1883291,3
1021,608234,5
17533,1070197,3
16860,58959,3
11904,1595642,4
4646,432645,1
2782,1221034,3
14112,649504,5
5360,2383612,5
9689,1749706,3
11090,45294,2
2874,475386,5
9295,334361,4
8181,400876,3
17004,2038799,5
12470,1767795,4
17431,1774633,5
7513,283935,4
14149,1896688,4
6736,283464,3
11139,1386213,4
5869,1767208,4
2603,192565,4
4384,1568315,5
10889,745146,3
10158,101078,3
5395,407037,4
15813,429374,4
7397,1798099,4
15062,1784466,4
2470,65076,3
14654,207251,3
7895,1487442,3
6720,1107849,5
12155,393155,4
12430,2170750,3
1625,918954,2
547,362888,1
15156,2344953,4
7586,2501856,4
13763,1298511,4
1650,338765,3
10042,2327355,4
15107,597345,4
14194,1666957,2
14960,1354252,4
10835,1646271,4
1073,1289965,3
9188,1794935,1
10774,1906043,4
3378,803867,3
7769,1221349,4
12694,2393940,4
6231,752642,4
14618,2277532,4
14624,110726,3
17709,245875,4
13582,2355467,5
10832,237386,4
17431,187870,4
3624,444062,3
8764,118494,4
9886,2095918,4
14206,522567,4
17088,2591000,4
872,853786,1
5997,1552223,3
12244,2000005,4
9331,731592,4
13412,810447,5
10226,1734488,5
12986,1412785,4
10655,1137642,3
14670,511607,3
11323,2548438,4
7179,2089033,5
2580,2088113,5
10451,500810,5
15342,1816939,1
15058,1368905,4
13580,212175,3
6556,908925,5
9415,2165686,3
9991,47965,1
6166,1070787,4
3254,1592364,2
17324,2065357,4
1145,2042713,5
6833,833047,3
15233,353575,5
7971,1185882,3
3489,1817712,3
9591,878691,4
9201,1533321,5
15755,510103,4
15394,2444804,2
5582,138654,5
11141,1556761,3
6860,665876,4
14661,1046387,4
15570,72284,5
3098,1092842,3
6274,2081837,4
1467,724896,3
13255,570721,3
9351,668496,5
571,2620858,5
5762,1772215,2
1353,2021184,4
8124,443308,1
6099,1898971,2
15545,433651,4
10730,355345,1
10082,2190296,3
3153,2458049,3
7331,504896,5
2452,2078169,5
13342,1530512,5
16847,602882,5
3275,1684543,3
3309,519678,3
2578,2185761,4
14712,2348314,4
17479,243877,3
14602,340529,5
14538,86132,5
9756,2648398,4
7624,1870316,5
15758,1705392,5
15858,225090,5
14869,1393842,2
12672,369717,3
16291,752853,5
13098,1269998,1
2430,2026855,4
5515,380673,5
6706,1593853,2
11985,1527527,3
15062,1033930,4
4356,2497060,3
5614,452159,5
2470,1797483,4
11886,948547,4
16339,2035152,5
10734,2210857,3
13466,1600000,3
5594,1726274,2
7067,952819,5
16629,380878,5
16406,210812,1
15233,162026,1
5808,1756183,5
15062,307211,4
17355,1355794,1
3938,2460687,4
10372,435157,3
7430,1563937,4
8330,1123276,3
13923,997702,3
12205,104254,3
11309,2393478,3
11451,222949,3
10485,38879,4
6860,2402601,4
12155,2570844,4
2136,59218,3
5085,253267,3
337,214166,3
14780,2209170,3
7683,703919,5
524,705605,5
12299,1943589,3
6408,1999802,5
2743,978445,5
7928,2170900,3
696,1886809,4
16538,329904,4
2874,2626714,2
3489,2031127,4
1128,66560,1
252,467182,4
2095,1607020,4
17308,294927,3
14317,511237,3
9759,1823920,4
4356,1886834,4
9240,2515595,3
4972,304000,3
11638,998888,3
15529,2416259,4
14039,896784,4
1894,1170922,4
3371,1290873,3
7817,2412833,1
4577,943269,1
12834,1711802,4
5617,2412566,5
7941,15479,3
1645,660599,3
14014,60956,4
13041,774088,3
11811,180537,3
3798,194369,5
9950,55023,3
13115,1320587,5
1273,491531,2
12473,767816,3
15345,1653930,3
6287,2591233,4
2641,1300759,3
11149,1373986,3
4257,952156,4
14538,1878784,4
15322,1466320,4
10042,255543,5
406,2374480,4
12206,2248567,3
12605,1982157,5
14584,549513,5
11388,857867,3
10255,1566207,3
28,388472,5
13056,2513718,3
1975,1128664,2
2699,904289,4
12186,1903072,5
15748,2396038,4
8840,1466600,5
7533,1414512,3
8393,436984,5
12672,1753794,5
2040,2263804,5
13501,1779803,4
13050,2551179,4
7624,1549874,5
5239,1557883,2
15177,2612306,4
9592,1892633,5
9818,2129626,5
14600,530891,3
607,1828633,3
187,325895,4
16047,1454970,4
7083,2602249,2
7509,1443679,5
4135,2502775,4
5069,2212917,3
6972,615732,4
11521,1265397,4
2594,755151,3
14550,1974577,5
5807,1497174,4
6347,2532228,4
5317,2108546,3
16765,2024833,4
11301,1417763,1
12500,689470,4
3071,2646207,5
15345,550401,3
17308,196384,4
9254,2213572,4
7221,1691196,3
14644,2609478,3
12991,812339,4
9253,2062350,4
15671,18384,4
329,2230367,5
8282,1132932,5
15844,491277,5
468,710081,3
534,1011918,5
4100,2246937,4
9882,1911247,4
10241,2029541,5
16357,985735,3
10155,2377145,3
6816,2118871,5
9909,977331,5
11182,2326417,5
1102,1083488,3
1861,2343970,3
9023,2160011,4
17197,2012258,3
15062,2234720,3
10622,14042,3
1833,983302,3
17127,2463846,4
16082,316506,3
442,2303885,5
14545,955178,3
6196,502406,4
16913,1563534,3
15181,1447248,3
11376,1098351,3
533,169054,3
10996,1878057,3
15853,447437,3
12517,536085,4
13856,2357450,5
9731,269689,4
9756,2170577,2
11077,1810103,3
14550,721541,5
15997,2585513,4
3870,2069436,4
12785,1753210,5
14439,595803,5
15342,2413347,4
16426,2307923,4
12745,1915183,5
872,1596091,5
12056,2510315,4
11837,1598037,4
8301,907618,3
3782,1320859,4
895,2036100,3
4906,10520,5
5250,418403,4
4474,1931966,4
9617,2292135,3
12052,1319661,5
17169,2456022,3
11149,2285176,4
4302,1537477,3
17152,1206615,3
424,1247516,1
11820,603339,4
962,1116080,3
12435,519164,3
11837,863479,5
4843,1262782,5
290,696628,3
14718,207846,3
12052,127026,5
10240,942961,5
13050,2068287,1
9966,902126,4
16879,1798000,5
15070,2407606,5
12317,2181961,3
16106,778937,4
3275,844459,1
14928,1070629,4
9800,1313509,4
571,322642,5
9471,681249,5
7899,352590,4
3165,2446506,4
13748,906273,3
14050,1131229,3
6683,1555679,4
14621,1728935,5
17079,2402990,4
4098,2438459,4
8365,2536012,3
17709,35772,4
15919,1540201,3
7555,2570403,4
6352,1917470,4
7173,543183,4
14877,1725365,3
1307,585329,4
16128,1040166,4
17479,31913,4
7445,777010,3
14667,605692,4
7779,1117550,3
5085,1126860,5
15124,145402,4
4630,1588457,3
191,1622684,3
13809,1727410,3
11442,2278338,3
1941,1714116,3
8317,1026298,2
3610,2201062,3
4590,1256851,4
4951,1069082,4
14480,831494,3
7624,10564,4
7032,100749,4
15471,1760282,2
11022,204805,4
14309,954480,3
15307,1240708,5
17303,697421,2
2889,978062,4
3860,1775933,3
5577,738147,4
16222,1289217,3
17355,1055516,4
1255,1492947,5
14367,1662120,2
15107,172958,4
2045,2492552,4
9232,1599996,3
13398,425709,4
12546,344614,3
11198,1953449,2
9206,1431104,3
6844,1744779,3
6844,1026507,3
5016,94668,3
2960,1777122,3
15124,226822,3
15048,62054,3
3222,2492323,4
5496,230300,4
7397,1750357,4
12937,2101395,4
13572,1480807,3
12047,471266,5
8086,1266022,2
9631,647162,1
985,1475738,2
4948,972186,3
1102,718882,4
13050,336352,4
6735,951152,4
6240,145271,4
6972,2096309,5
12280,1697865,3
11443,240517,5
9043,1062811,4
8572,504440,3
7619,1463219,4
3151,656573,3
6760,2545765,4
13763,2520290,5
14454,193471,4
5043,445960,4
960,888291,3
11004,1387855,4
16181,350357,5
11886,676959,3
13840,1569734,5
1905,2600272,2
15662,1814400,4
14454,2513945,2
5656,2251258,4
831,1672386,3
12514,1221897,4
311,185875,2
16638,2640109,4
13511,1567207,5
3650,2180261,2
7868,2544449,5
8511,1697136,3
468,1383393,5
15777,1291716,5
4345,599164,3
4033,925061,5
16339,2309463,3
1754,2139288,3
2580,440080,3
15156,727655,3
10662,487867,5
329,2184273,4
12732,1077120,3
14651,1168016,4
7055,1307228,4
11065,1024768,3
14868,519997,4
2847,2604976,3
7544,2053341,3
4345,411160,4
5628,2356813,4
3925,1530496,4
2800,1533708,4
11683,2429730,2
13763,159421,4
7635,52631,1
9051,2361340,3
7397,792096,3
14454,2586359,4
17031,354634,4
10040,1452669,3
2457,1978302,3
14312,2139786,2
10491,615597,5
12003,826871,4
5154,1886809,4
11398,1282557,4
16707,1008098,2
10774,1379839,4
8447,470338,5
10027,1087944,5
2337,2434675,1
8861,1234538,3
7235,2302944,5
16676,2404857,4
6886,2333493,2
16879,1506126,5
17097,2624542,4
607,285247,3
17169,1472386,4
16930,1041383,5
3925,1783105,4
14358,1877934,5
11248,643372,4
1307,447710,3
1615,2273917,4
17133,2237912,5
16552,382138,2
10272,1283010,1
15184,2399274,1
4996,915538,4
6347,200427,5
10225,1046329,5
15421,1596876,4
2391,933052,3
12626,2645732,1
8677,869761,3
6972,1317444,4
10622,2293883,3
6835,2499118,4
15609,2027850,4
10889,352455,4
2372,2382660,5
4306,2331910,5
11089,294786,5
6339,1942050,4
10123,1118945,3
6844,1726706,4
6673,2332110,4
1482,1117152,5
11064,1114568,5
12054,1784950,4
10583,1921298,4
5656,161919,4
5991,1459578,5
5545,1452675,4
14233,1133552,5
14167,314044,1
996,336975,4
13273,1871831,5
4727,2133317,5
1853,1450860,2
1307,2461263,3
12476,1499994,4
14240,334232,4
8636,1277194,1
11089,1118285,4
2699,2582594,3
9786,595744,5
3938,1292165,5
17113,2165451,3
7624,441495,5
10123,1370578,3
9614,2626475,5
14167,2563298,1
14454,1952268,5
8756,494262,4
12517,1330811,3
443,2549657,4
5317,1020736,2
2102,1582556,5
4330,543396,3
175,1106644,5
12501,2348234,5
5762,1909219,5
15515,2586076,5
6797,1129343,5
8531,1453384,4
7127,1494614,3
7904,2049876,4
6497,2498845,2
10067,1601152,3
3315,662873,3
4972,702690,2
10168,660434,3
12160,786415,4
12355,2319202,3
11089,284144,5
5924,1024066,4
3962,466382,4
12918,1518884,4
5997,566394,3
16567,198743,5
8809,1768736,4
4043,1814839,5
3254,2209039,1
10170,2234116,4
3106,2134171,4
17210,378869,3
954,2631367,4
5084,999528,4
14367,2220344,5
16242,1818447,4
10947,1730088,4
5807,1234613,5
7055,2103689,4
3098,472425,2
13941,1452272,3
3611,791266,1
14533,1025838,4
11022,6178,1
9120,2328701,5
13327,702347,3
5085,495833,5
2617,1334838,5
5472,833397,4
15755,2233309,3
17134,1244810,3
15563,587918,2
10697,811480,5
4533,501667,4
16377,165856,5
6482,2186180,5
13195,471499,5
15129,823628,4
4247,70125,4
16977,960890,4
16765,1648703,3
13593,29362,5
16879,1839310,3
9254,459277,3
12161,2219702,2
6386,2175002,2
11182,31888,5
11647,310245,3
4697,564730,5
5054,1517727,3
3385,2375964,1
11938,2152273,3
9205,1479749,4
3521,700939,5
17405,661865,2
7511,2568849,4
1890,1323156,4
12811,2119118,4
7219,347527,5
4697,1798758,5
2256,1207990,2
10168,7550,2
2519,2002676,5
1955,1701074,3
11882,1429069,3
6615,313314,3
12897,1672380,3
5561,205345,4
7647,1746613,3
15973,968532,5
10789,2359428,3
7424,816755,4
11350,382041,5
8849,2042162,4
1590,469947,5
7234,2560058,5
3538,1425755,4
11661,1078333,1
15825,1872980,3
16339,2554035,1
1918,1877929,3
9645,1138443,4
6664,553365,5
13847,1506839,3
8524,1069941,5
3756,877077,5
11571,1280938,4
14664,371781,5
14940,2410434,3
11490,953306,3
14621,520740,5
2612,2055478,4
1324,848026,3
5854,1948838,3
3197,2602234,4
7854,2628834,1
1962,223772,3
15563,1399484,2
16158,1939832,5
17574,439140,4
13827,1014098,4
12414,2177405,5
1582,1892654,5
11521,1624548,4
1962,1564150,4
3670,1926272,3
8161,910059,4
4577,299405,3
6166,968602,4
424,320474,3
10583,1464011,4
6337,858700,4
17339,932590,4
13614,1275543,4
8846,350299,1
12693,1621023,3
3333,944720,2
10372,698511,3
6173,2104646,4
3017,1573422,3
10428,343555,5
10225,2466315,4
16860,585412,4
12297,1490679,2
17479,2146254,4
2192,366901,4
15062,6529,5
16082,274637,3
11398,1941199,5
17189,1702473,4
14621,290806,5
8354,724720,2
9254,174442,4
11271,1567632,4
8160,523688,5
6833,152955,5
13728,412928,4
13683,1230591,2
9254,1842511,3
8636,851294,3
14047,1290096,4
5665,424513,2
16438,104011,4
1552,1441263,4
17261,779653,5
1798,1138768,5
5223,998060,3
3535,526532,3
10436,709264,5
3489,2295978,4
6720,1862830,5
3925,1684617,3
1974,1080447,4
1905,1507082,4
2122,355007,5
9800,2119340,4
17003,546234,5
12015,1680398,3
13706,1425494,4
12890,1282160,3
7364,1619608,4
7032,515313,3
10921,942459,2
12497,877113,3
5627,2440615,2
11443,2506368,3
15205,701172,2
2782,2494005,5
10625,678552,4
12280,2100003,3
12843,1063777,5
8572,691878,4
2743,2239892,4
13251,2607256,3
14149,973703,3
28,562957,4
3427,1458722,3
3617,2225451,5
10820,1801996,5
2391,2111262,3
9886,833481,4
15646,2029489,3
5924,1909249,4
10358,2414106,4
11283,1425755,4
6630,2517621,4
7798,1951225,2
5477,474691,3
12582,1343075,3
7695,1751847,3
17328,11398,4
2342,1540084,3
5614,1356607,3
16272,2001297,4
4418,2107839,2
15631,2027559,3
17176,2470148,2
11663,2314755,4
1962,258714,3
2907,905485,4
14476,113411,4
11812,236271,4
9728,2406958,5
6797,2021540,4
9863,1290993,2
6482,560591,3
7249,1133049,3
17537,1344505,3
16596,1403217,2
13512,770577,5
16063,183806,4
2200,2390609,3
5862,655680,4
6350,115202,3
5448,1914507,4
4149,1127006,3
13389,1826684,4
3333,103689,3
14254,2515580,4
6066,2503594,3
10863,1753201,3
482,903764,5
3350,427821,3
4545,2237666,4
12301,893701,4
8376,2560328,5
8048,1129884,3
4043,1826147,3
3917,308008,5
11265,1228101,3
16147,2496494,3
705,998059,3
643,580246,3
13640,233949,3
408,394890,4
11173,1253689,4
5317,2553023,3
1220,2241622,4
13393,1720038,4
283,2074746,4
13883,1310030,2
16272,78846,2
6760,1702681,4
15342,427769,2
9471,2419786,1
17064,2630643,3
1220,16023,3
1798,80440,4
14208,2354764,3
14296,522468,4
3551,186626,4
12443,842785,4
11337,150005,5
13895,272875,5
2780,1404431,4
2862,1804174,3
3860,353405,3
6844,2326654,2
12911,2215791,3
12690,1833871,4
2095,2502823,3
12337,927777,3
16343,1019165,4
10359,2278617,4
10550,367240,4
866,1617245,4
15064,2610330,3
11435,2268019,3
13534,1867384,3
6650,1075616,5
3437,856146,4
3624,1297141,4
15874,744698,4
2128,1485092,4
17756,2097043,1
13302,228300,4
17452,684231,4
12582,2160851,4
730,1031236,4
9508,175936,2
2371,1745897,4
4227,453962,5
5198,723144,4
8989,300372,5
13787,1967806,3
17157,995393,5
4345,2417987,3
12470,2543570,5
5614,1399604,3
2699,1335797,3
6243,2583122,3
6166,296232,3
16441,2167041,5
10090,308422,5
12075,1577089,3
12904,1219191,4
14644,782522,4
5760,1763641,5
299,1833505,5
1144,1303994,3
6206,1208818,3
13795,38292,4
9788,1133763,4
10872,1152116,4
14999,745131,5
11026,267818,5
13695,520472,3
16415,2289751,3
11277,836435,4
10955,1532433,2
13524,2506479,4
8224,1516386,5
14670,526466,3
12471,409968,5
14653,635056,1
10363,801001,1
2372,2126814,5
15730,2597077,4
15582,252985,4
5496,656421,4
9592,2095134,5
13840,875592,4
8743,1265606,4
9687,277990,4
9628,586717,5
8327,1869673,5
12226,1381007,2
5787,2507703,5
3433,1149200,3
12317,864083,5
2699,964436,4
4227,677583,5
5280,2128219,4
8287,717073,4
14852,1878483,3
12493,2185396,3
12513,1282969,5
13098,1144870,5
12280,1859254,4
2218,159159,4
16859,64536,3
14131,281942,3
3624,828218,3
3610,630065,3
6336,207956,5
7155,2252151,3
12378,421794,4
3825,1114007,4
7234,2503691,3
15436,542969,4
17154,1583681,4
2319,2203225,3
13304,1645514,3
8226,2065652,5
12034,511460,5
16952,771467,3
11315,2158651,3
16265,232286,5
14233,2110371,4
13035,2225849,3
10872,1872113,1
241,1168767,3
2580,312177,5
1843,183215,4
13955,465827,4
2112,81596,4
11292,184671,5
6196,1500625,3
3538,609512,4
9340,2203798,3
6281,1527535,5
16698,245405,4
473,715335,3
13102,1347355,3
1905,2112197,5
7255,2118461,4
7642,892452,4
5318,2647011,4
7281,2322222,4
10123,1729139,4
12075,2118269,5
16286,1903555,4
16640,2149026,4
12084,1971505,4
14909,155315,5
5434,2410362,2
17397,654890,5
6632,774061,5
8993,863512,4
15063,338349,2
4745,822625,3
13923,2504853,3
5939,1941411,2
2913,112869,4
3605,476563,5
13524,1823838,4
5318,482788,1
985,1240281,4
331,2293798,3
7937,2514270,4
6989,1744450,3
13102,1108377,3
2905,1566652,4
6449,423954,3
3650,1787490,4
7713,2495584,3
3623,2398157,4
6495,1784150,3
15662,2511644,3
7617,131311,5
2800,1219515,3
5084,2103006,3
14185,290700,5
12161,1345433,5
12360,801673,3
12074,616750,5
8832,582829,1
5882,1769018,4
1962,749028,4
8877,2458289,3
2753,1172510,3
3962,1661079,4
7742,2407473,5
10774,1576186,5
5085,927164,4
5732,150819,5
6180,1377251,3
5787,25533,4
1180,129796,4
10078,25572,3
12292,1490777,3
1542,1233851,3
16298,1294533,5
17295,1663522,5
7206,1992507,5
4956,123616,5
16343,84421,3
9120,126412,4
10741,1725453,2
4669,2011615,2
13391,1025032,1
13959,1871358,5
11022,589781,2
13580,627429,5
16948,2303558,3
14203,596057,3
4330,2458868,3
6386,262068,3
7234,325713,4
7537,2535052,5
4056,1809528,3
4080,925128,3
15582,2406259,1
12798,714663,3
14118,1716546,4
13923,1125849,5
2448,1699254,5
5854,1075960,5
12075,1178382,5
15016,1382900,5
13073,1966113,5
16825,185084,5
5628,1157780,1
4528,2171187,3
9909,1113302,4
16640,1738692,1
9960,531288,5
13795,1274851,3
3152,1902190,3
2371,630925,5
13391,2422360,2
7937,727242,3
13512,1318608,3
3938,1367852,2
5059,192156,4
6408,2607183,4
15727,1743858,4
5004,1517590,4
295,1141511,3
14698,340861,4
13651,864192,3
15472,1223977,3
11663,1856091,1
4849,1902838,3
15956,2451635,5
3371,2501829,5
5515,729600,5
10275,2011807,3
14889,799817,4
15532,738657,3
8574,1045579,4
10678,176074,4
677,1931178,2
6428,1253718,5
15818,810370,5
13207,1760487,4
1719,473778,4
8159,1350114,5
11525,1761875,5
11658,133987,4
7032,257685,3
10080,461589,5
1220,1868533,3
9939,1336135,4
8467,2156627,3
7904,317998,5
4640,1489935,4
6329,1477412,3
6119,340512,4
3509,659029,5
17381,1540751,5
15107,1197260,4
9378,1654627,2
17302,1573570,4
14212,690321,4
3875,2248155,5
13074,990918,3
14670,1040414,5
13771,1882093,3
10889,1475591,3
9381,2371114,3
8883,929407,4
5732,1137389,5
5243,2223148,4
2163,1510130,4
11149,227971,4
14296,2158514,1
17508,1230619,4
8808,2521287,4
17709,259638,3
10971,2087108,5
7230,2315006,1
15887,1552276,3
4805,921255,5
4382,2533726,5
12890,1201695,5
4652,2262890,5
3962,733891,5
5732,781314,5
2098,1818665,3
11283,191741,1
14391,1333265,4
329,2071637,2
9125,2578372,3
14218,409213,3
9047,550128,5
3777,216779,5
6775,2524430,4
191,2233995,1
2266,2322355,3
12497,1056872,4
3999,1645912,5
11149,1750616,1
16872,1941375,4
7430,390707,5
5181,992790,3
3082,472734,5
7397,1046329,4
14961,1567607,5
6692,2138857,4
14240,1405261,5
9673,1229901,2
7072,863916,3
5814,83874,4
12911,2487899,4
12508,1621282,3
4432,2538568,3
2372,2030140,2
5738,1494053,5
14953,2051538,4
16468,11462,2
9340,1636098,3
9508,1859161,2
5069,1829997,4
15362,2284205,3
14209,1551109,3
7083,788890,1
8277,809545,3
5814,1061724,4
4315,1111611,3
14602,1546588,2
17355,482250,5
7399,220259,1
6206,2387966,4
16703,583759,1
15582,2387901,4
4956,370221,4
11077,2047653,3
6941,2220239,3
14545,1945493,2
5071,2270644,5
17319,2345215,5
14050,1936837,5
6231,1293038,3
2000,2018452,5
11165,837170,4
2518,156128,5
4123,1935405,3
3638,379912,3
3905,1709963,4
12371,141920,5
13128,2386328,2
7166,726543,3
1798,476034,3
1722,520465,3
3730,2522005,5
12966,1072942,3
9298,950522,5
6797,2461245,5
16325,2161965,4
12918,2399174,4
15070,1320292,3
1615,1914481,3
8743,2293046,3
7685,2018089,4
3106,1391575,3
9205,1766524,4
5169,2337846,5
5477,969772,3
12161,2603243,3
13073,1078630,4
7631,1124822,4
17580,1916933,3
10042,2009261,5
10730,888228,2
5240,2337995,5
14712,1363859,1
3408,2218826,2
7523,2633644,4
8387,743441,2
4972,2118659,3
11077,735096,5
11167,328472,5
12161,579100,4
9116,1396046,4
16707,728074,5
1707,716173,5
15597,1982605,3
17215,1143230,4
8851,748734,4
11938,126216,3
13658,1758120,5
16242,297246,4
2895,2091589,3
6206,482859,5
3624,552727,2
9471,968184,4
2362,2520548,4
10168,1109443,3
14780,485256,4
11101,1492520,5
6859,2460310,4
14215,1080892,3
2012,2521612,2
14296,2509487,4
13923,79524,3
2612,1990724,5
14696,636262,3
5775,762111,2
17339,1551094,4
12399,651010,5
3128,208113,3
11325,472734,5
15689,823044,5
12918,1822092,4
2612,933434,4
5814,596859,3
17764,910074,4
4392,1540253,5
15182,2110943,3
8883,112312,5
6994,1202467,2
5085,668372,4
15788,575656,5
14961,352310,5
1931,38716,5
6974,1319663,4
9756,2588530,3
15116,650492,4
11785,2026201,2
9471,515445,4
12184,335994,5
3972,965381,3
11608,819867,4
5321,1323362,2
7696,554212,5
7773,2059696,5
2072,2174467,3
7048,900995,3
5628,1942793,3
17627,442034,4
5589,1451574,3
10094,461481,4
8717,1718095,4
8116,1945878,5
15815,406057,3
11277,1858382,5
4149,2503596,1
5254,2239899,3
14928,1767674,4
811,1735893,2
11812,160799,5
11354,149511,4
10425,2474624,2
2462,1938280,3
15234,1316230,3
12440,825831,5
5054,8580,4
5112,785722,4
3730,1023966,5
6355,743813,5
13359,2371828,4
9596,264157,2
30,2621129,3
12378,2205314,1
15313,2436921,3
2782,2179550,5
17169,554073,5
6612,1116390,3
7043,799765,4
13107,1572111,5
17692,649770,4
14211,291816,5
4849,1225455,4
11999,1333494,5
15062,1115780,4
13763,1768556,5
13081,718202,5
10906,1015722,4
3159,1724806,3
1625,1307065,5
5762,2272500,4
5317,1695824,4
4432,490992,2
15124,2366605,2
2660,2508400,3
8806,2600002,3
14780,2003072,4
14367,818964,2
9340,808277,4
12911,2574357,3
9189,1508441,4
14698,540683,3
14477,211219,4
13207,1055451,2
17764,2087448,3
12430,758634,4
10774,401681,5
1045,810007,4
15958,2295594,4
9756,646708,5
262,2295295,2
4557,1011111,4
17355,222417,4
13934,979820,5
14457,1140715,3
12084,1569294,4
395,111791,5
14135,28235,5
3371,2564242,4
13471,2337091,3
390,1546749,3
11929,1024885,3
8623,214254,5
15788,2472909,4
4508,565253,4
4575,48657,1
14691,388086,5
15646,1061891,2
12870,562361,4
11337,1174175,5
16516,2011837,4
2800,2530668,4
7364,954859,3
15246,1619223,2
6833,47411,3
4069,2597973,5
3864,2163939,5
9074,533352,4
11521,66902,5
8644,2118759,4
7817,328488,4
6797,1630670,5
14382,366901,4
6018,1251992,2
10607,2081602,5
14550,1779082,5
4972,2272402,2
4739,1605686,5
8327,2362639,5
